K. Tidur,K. Mandi,L. Tanah,L. Bangunan,Tipe Properti,Sertifikat,price_juta,installment_juta,kecamatan,provinsi,Longitude,Latitude,num_facilities,outdoor_facilities,ac,security,laundry,park,published_date,num_char_desc,no_banjir,transportation
3.0,2.0,60.0,50.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Pondok Pinang,Jakarta Selatan,106.78040265070712,-6.275479150000001,4,1,1,1,0,0,2022-04-28,845,1,1
3.0,2.0,61.0,60.0,Rumah,SHM - Sertifikat Hak Milik,599.0,4.0,Lebak Bulus,Jakarta Selatan,106.78035387188287,-6.3025678,2,1,1,0,0,0,2022-04-20,545,0,0
3.0,2.0,61.0,60.0,Rumah,SHM - Sertifikat Hak Milik,599.0,4.0,Bintaro,Jakarta Selatan,106.76086179531401,-6.271392799999999,2,1,1,0,0,0,2022-04-20,545,0,0
3.0,2.0,61.0,60.0,Rumah,SHM - Sertifikat Hak Milik,599.0,4.0,Gandaria,Jakarta Selatan,106.79003358078832,-6.24478835,2,1,1,0,0,0,2022-04-20,545,0,0
3.0,3.0,78.0,83.0,Rumah,SHM - Sertifikat Hak Milik,764.0,5.0,Tebet,Jakarta Selatan,106.8499443,-6.226728,16,1,1,1,1,1,2022-09-27,615,0,1
3.0,3.0,78.0,83.0,Rumah,SHM - Sertifikat Hak Milik,764.0,5.0,Tebet,Jakarta Selatan,106.8499443,-6.226728,16,1,1,1,1,1,2022-09-27,615,0,1
3.0,2.0,119.0,67.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Lebak Bulus,Jakarta Selatan,106.78035387188287,-6.3025678,9,1,1,1,1,0,2022-09-27,102,0,0
3.0,2.0,70.0,70.0,Rumah,SHM - Sertifikat Hak Milik,789.0,5.0,Bintaro,Jakarta Selatan,106.76086179531401,-6.271392799999999,14,1,1,1,1,0,2022-09-27,1016,0,1
2.0,2.0,71.0,60.0,Rumah,SHM - Sertifikat Hak Milik,735.0,5.0,Kalibata,Jakarta Selatan,106.83516420328567,-6.265332,11,1,1,1,1,0,2022-09-27,440,0,0
3.0,3.0,110.0,90.0,Rumah,SHM - Sertifikat Hak Milik,575.0,4.0,Lenteng Agung,Jakarta Selatan,106.8345262,-6.3299493,1,0,0,0,0,0,2022-09-21,304,1,0
,2.0,60.0,48.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Bintaro,Jakarta Selatan,106.76086179531401,-6.271392799999999,2,1,0,0,0,0,2022-09-21,1061,0,1
2.0,1.0,60.0,33.0,Rumah,SHM - Sertifikat Hak Milik,380.0,2.0,Kebayoran Baru,Jakarta Selatan,106.800434,-6.2441457,7,1,1,1,0,0,2022-05-31,1288,0,1
2.0,1.0,33.0,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",750.0,5.0,Kalibata,Jakarta Selatan,106.83516420328567,-6.265332,1,0,0,0,0,0,2022-05-31,865,0,1
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,300.0,2.0,SCBD,Jakarta Selatan,106.8095841567385,-6.2265931,5,1,1,1,0,0,2022-05-31,756,0,1
2.0,1.0,60.0,45.0,Rumah,SHM - Sertifikat Hak Milik,400.0,2.0,Cipulir,Jakarta Selatan,106.77256181107322,-6.237898550000001,4,1,1,1,0,0,2022-05-31,918,0,1
2.0,1.0,60.0,45.0,Rumah,SHM - Sertifikat Hak Milik,400.0,2.0,Ragunan,Jakarta Selatan,106.82101132022173,-6.29688215,4,1,1,1,0,0,2022-05-31,918,0,1
3.0,1.0,84.0,70.0,Rumah,SHM - Sertifikat Hak Milik,725.0,5.0,Jagakarsa,Jakarta Selatan,106.81917593837187,-6.3244486,4,0,0,1,0,0,2022-09-26,347,1,0
3.0,1.0,84.0,70.0,Rumah,SHM - Sertifikat Hak Milik,725.0,5.0,Lenteng Agung,Jakarta Selatan,106.8345262,-6.3299493,1,0,0,0,0,0,2022-09-26,347,1,0
3.0,2.0,73.0,45.0,Rumah,SHM - Sertifikat Hak Milik,699.0,5.0,Bintaro,Jakarta Selatan,106.76086179531401,-6.271392799999999,3,1,1,0,0,0,2022-09-26,942,0,1
2.0,2.0,60.0,58.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Pasar Minggu,Jakarta Selatan,106.8449405,-6.2826745,6,1,1,1,0,0,2022-05-03,618,0,0
2.0,1.0,48.0,44.0,Rumah,SHM - Sertifikat Hak Milik,485.0,3.0,Kebagusan,Jakarta Selatan,106.83197601947661,-6.309105049999999,1,0,0,0,0,0,2022-04-26,472,1,0
2.0,2.0,21.0,42.0,Rumah,SHM - Sertifikat Hak Milik,440.0,3.0,Kelapa Gading,Jakarta Utara,106.9024825763434,-6.15993785,3,0,0,1,0,0,2022-09-25,612,0,1
2.0,1.0,21.0,33.0,Rumah,SHM - Sertifikat Hak Milik,475.0,3.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,1,0,1,0,0,0,2022-09-11,152,0,0
2.0,1.0,24.0,44.0,Rumah,SHM - Sertifikat Hak Milik,525.0,3.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,2,0,1,0,0,0,2022-10-05,251,0,0
2.0,2.0,34.0,64.0,Rumah,SHM - Sertifikat Hak Milik,725.0,5.0,Koja,Jakarta Utara,106.90736211830226,-6.12074995,8,1,0,1,0,1,2022-09-20,766,0,1
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,410.0,2.0,Marunda,Jakarta Utara,106.9617166,-6.1124898,5,0,1,1,1,0,2022-10-10,247,0,1
2.0,1.0,21.0,33.0,Rumah,SHM - Sertifikat Hak Milik,470.0,3.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,2,0,1,0,0,0,2022-09-19,542,0,1
2.0,1.0,28.0,56.0,Rumah,SHM - Sertifikat Hak Milik,788.0,5.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,1,0,0,0,0,0,2022-10-08,80,0,1
1.0,1.0,21.0,21.0,Rumah,SHM - Sertifikat Hak Milik,324.0,2.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,3,1,1,0,1,0,2022-10-06,666,1,0
2.0,1.0,21.0,33.0,Rumah,SHM - Sertifikat Hak Milik,475.0,3.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,1,0,1,0,0,0,2022-10-06,142,0,1
2.0,1.0,24.0,44.0,Rumah,SHM - Sertifikat Hak Milik,525.0,3.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,2,0,1,0,0,0,2022-10-06,254,0,1
1.0,1.0,21.0,21.0,Rumah,SHM - Sertifikat Hak Milik,324.0,2.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,8,1,1,1,1,0,2022-09-22,495,0,1
2.0,1.0,21.0,42.0,Rumah,SHM - Sertifikat Hak Milik,440.0,3.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,12,1,1,1,1,0,2022-09-20,81,0,0
1.0,1.0,22.0,22.0,Rumah,SHM - Sertifikat Hak Milik,324.0,2.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,1,0,0,1,0,0,2022-09-20,956,0,1
3.0,2.0,55.0,225.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Kelapa Gading,Jakarta Utara,106.9024825763434,-6.15993785,2,1,0,1,0,0,2022-09-13,666,0,0
6.0,3.0,150.0,150.0,Rumah,SHM - Sertifikat Hak Milik,400.0,2.0,Sunter,Jakarta Utara,106.8962167,-6.1193846,1,0,0,0,0,0,2022-10-10,130,0,0
4.0,3.0,144.0,170.0,Rumah,HGB - Hak Guna Bangunan,585.0,4.0,Pantai Indah Kapuk,Jakarta Utara,106.7392466,-6.1089154,1,0,0,0,0,0,2022-10-09,416,0,0
3.0,2.0,53.0,63.0,Rumah,SHM - Sertifikat Hak Milik,799.0,5.0,Kelapa Gading,Jakarta Utara,106.9024825763434,-6.15993785,6,1,0,1,0,0,2022-10-02,882,1,1
5.0,3.0,250.0,250.0,Rumah,SHM - Sertifikat Hak Milik,350.0,2.0,Kamal,Jakarta Utara,106.7123535,-6.1075478,8,1,1,1,0,0,2022-10-02,197,0,0
3.0,2.0,53.0,63.0,Rumah,SHM - Sertifikat Hak Milik,779.0,5.0,Cilincing,Jakarta Utara,106.944453775,-6.12901455,2,1,0,1,0,0,2022-09-05,990,1,1
2.0,2.0,90.0,45.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",600.0,4.0,Pantai Indah Kapuk,Jakarta Utara,106.7392466,-6.1089154,8,1,1,1,0,0,2022-08-15,325,0,0
2.0,1.0,52.0,50.0,Rumah,SHM - Sertifikat Hak Milik,400.0,2.0,Rorotan,Jakarta Utara,106.9567014,-6.1457207,1,0,0,0,0,0,2021-12-11,23,0,0
2.0,1.0,24.0,21.0,Rumah,SHM - Sertifikat Hak Milik,325.0,2.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,1,0,0,0,0,0,2021-09-18,320,0,1
3.0,2.0,78.0,80.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,1,0,0,0,0,0,2021-05-16,48,0,0
2.0,1.0,97.0,64.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Marunda,Jakarta Utara,106.9617166,-6.1124898,4,1,1,1,0,0,2020-05-09,658,1,1
3.0,2.0,54.0,63.0,Rumah,SHM - Sertifikat Hak Milik,779.0,5.0,Cilincing,Jakarta Utara,106.944453775,-6.12901455,19,1,1,1,1,1,2022-10-07,636,0,1
2.0,1.0,21.0,42.0,Rumah,SHM - Sertifikat Hak Milik,470.0,3.0,Tanjung Priok,Jakarta Utara,106.87079323031739,-6.12885785,1,0,0,1,0,0,2022-09-14,480,0,1
3.0,2.0,72.0,54.0,Rumah,SHM - Sertifikat Hak Milik,485.0,3.0,Cilincing,Jakarta Utara,106.944453775,-6.12901455,6,1,1,1,0,0,2022-09-14,512,1,1
2.0,2.0,27.0,42.0,Rumah,SHM - Sertifikat Hak Milik,444.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,5,1,0,1,1,0,2022-10-10,358,1,0
2.0,2.0,23.0,43.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,1,0,1,0,0,0,2022-09-12,710,0,1
2.0,2.0,27.0,42.0,Rumah,SHM - Sertifikat Hak Milik,519.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,2,0,0,1,0,0,2022-10-08,795,0,1
,,34.0,46.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,1,0,0,0,0,0,2022-10-06,430,0,0
2.0,2.0,23.0,43.0,Rumah,SHM - Sertifikat Hak Milik,506.0,3.0,Cempaka Putih,Jakarta Pusat,106.86854766095992,-6.181214499999999,2,1,0,1,0,0,2022-10-06,525,0,1
2.0,2.0,22.0,40.0,Rumah,SHM - Sertifikat Hak Milik,477.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,1,0,0,1,0,0,2022-10-06,954,0,1
2.0,2.0,22.0,40.0,Rumah,SHM - Sertifikat Hak Milik,477.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,6,0,0,1,1,0,2022-10-05,380,0,1
2.0,2.0,22.0,40.0,Rumah,SHM - Sertifikat Hak Milik,477.0,3.0,Sumur Batu,Jakarta Pusat,106.8701023,-6.1636676,2,0,0,1,1,0,2022-10-05,1070,0,1
2.0,2.0,31.0,44.0,Rumah,SHM - Sertifikat Hak Milik,599.0,4.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,19,1,1,1,1,1,2022-10-04,932,0,1
,,,,Rumah,,534.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,1,0,0,1,0,0,2022-10-04,997,0,0
2.0,2.0,22.0,40.0,Rumah,SHM - Sertifikat Hak Milik,477.0,3.0,Sumur Batu,Jakarta Pusat,106.8701023,-6.1636676,4,0,0,1,0,0,2022-09-27,581,0,1
2.0,2.0,27.0,42.0,Rumah,SHM - Sertifikat Hak Milik,444.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,1,0,0,0,0,0,2022-09-12,228,0,0
2.0,2.0,27.0,42.0,Rumah,SHM - Sertifikat Hak Milik,444.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,6,1,0,1,0,0,2022-09-17,1019,1,1
2.0,2.0,27.0,42.0,Rumah,SHM - Sertifikat Hak Milik,519.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,4,0,0,1,0,0,2022-10-06,787,0,1
2.0,2.0,36.0,43.0,Rumah,SHM - Sertifikat Hak Milik,465.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,5,1,0,1,0,0,2022-10-06,444,0,0
2.0,2.0,26.0,37.0,Rumah,SHM - Sertifikat Hak Milik,494.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,5,1,0,1,0,0,2022-10-05,503,1,1
2.0,1.0,24.0,46.0,Rumah,SHM - Sertifikat Hak Milik,552.0,3.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,5,1,0,1,0,0,2022-10-05,494,0,1
3.0,2.0,60.0,63.0,Rumah,SHM - Sertifikat Hak Milik,628.0,4.0,Bungur,Jakarta Pusat,106.8482316,-6.1713909,26,1,1,1,0,1,2022-10-03,728,0,1
,,25.0,54.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",597.0,4.0,Cempaka Putih,Jakarta Pusat,106.86854766095992,-6.181214499999999,1,0,0,0,0,0,2022-09-26,135,0,0
2.0,2.0,21.0,42.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Senen,Jakarta Pusat,106.84323537475049,-6.184971,1,0,0,0,0,0,2022-09-19,971,0,1
3.0,2.0,60.0,63.0,Rumah,SHM - Sertifikat Hak Milik,628.0,4.0,Salemba,Jakarta Pusat,106.8505767,-6.1936482,29,1,1,1,1,0,2022-10-08,728,0,1
3.0,2.0,73.0,45.0,Rumah,SHM - Sertifikat Hak Milik,699.0,5.0,Kemayoran,Jakarta Pusat,106.85689034074326,-6.1625464999999995,4,1,1,0,0,0,2022-09-30,942,0,1
,,42.0,80.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",650.0,4.0,Kartini,Jakarta Pusat,106.8340684,-6.1540643,1,0,0,0,0,0,2022-09-24,212,0,0
,,36.0,80.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Sawah Besar,Jakarta Pusat,106.83357979795008,-6.155891349999999,1,0,0,0,0,0,2022-09-23,59,0,0
3.0,2.0,60.0,63.0,Rumah,SHM - Sertifikat Hak Milik,628.0,4.0,Tambak Pegangsaan,Jakarta Pusat,106.8492471,-6.2042416,29,1,1,1,0,1,2022-09-23,728,0,1
3.0,2.0,90.0,70.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Sawah Besar,Jakarta Pusat,106.83357979795008,-6.155891349999999,1,0,0,0,0,0,2022-02-04,188,0,0
,,,,Rumah,,401.0,2.0,Senen,Jakarta Pusat,106.84323537475049,-6.184971,2,1,1,1,0,0,2022-01-27,882,0,1
2.0,2.0,18.0,34.0,Rumah,SHM - Sertifikat Hak Milik,491.0,3.0,Gunung Sahari,Jakarta Pusat,106.8376909,-6.1504141,1,0,0,1,0,0,2022-04-05,540,0,0
3.0,2.0,60.0,72.0,Rumah,SHM - Sertifikat Hak Milik,660.0,4.0,Kelapa Dua,Tangerang,106.6162438,-6.2354025,2,1,0,1,0,0,2022-10-10,982,1,1
3.0,2.0,60.0,72.0,Rumah,SHM - Sertifikat Hak Milik,660.0,4.0,Kelapa Dua,Tangerang,106.6162438,-6.2354025,2,1,0,1,0,0,2022-09-26,967,0,1
3.0,2.0,60.0,72.0,Rumah,SHM - Sertifikat Hak Milik,660.0,4.0,Kelapa Dua,Tangerang,106.6162438,-6.2354025,2,1,0,1,0,0,2022-09-26,967,0,1
2.0,1.0,60.0,30.0,Rumah,SHM - Sertifikat Hak Milik,796.0,5.0,BSD,Tangerang,106.6681494,-6.2820168,12,1,1,1,0,0,2022-09-19,812,1,1
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Karawaci,Tangerang,106.6178523683619,-6.1828538,2,1,0,1,0,0,2022-09-12,968,1,0
3.0,2.0,60.0,72.0,Rumah,SHM - Sertifikat Hak Milik,660.0,4.0,Lippo Karawaci,Tangerang,106.6068776,-6.2272919,2,1,0,1,0,0,2022-09-12,906,0,1
2.0,1.0,72.0,50.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Curug,Tangerang,106.5679352,-6.2652844,2,1,0,1,0,0,2022-09-30,877,1,0
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Curug,Tangerang,106.5679352,-6.2652844,4,1,0,1,1,0,2022-09-30,967,0,1
2.0,2.0,72.0,40.0,Rumah,SHM - Sertifikat Hak Milik,630.0,4.0,Panongan,Tangerang,106.5271588,-6.2826406,2,1,0,1,0,0,2022-09-30,781,0,1
3.0,2.0,60.0,72.0,Rumah,SHM - Sertifikat Hak Milik,660.0,4.0,Kelapa Dua,Tangerang,106.6162438,-6.2354025,2,1,0,1,0,0,2022-09-16,969,0,1
2.0,1.0,102.0,46.0,Rumah,SHM - Sertifikat Hak Milik,745.0,5.0,Sindang Jaya,Tangerang,106.5034901,-6.1571012,9,1,1,1,1,1,2022-10-07,138,0,0
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Curug,Tangerang,106.5679352,-6.2652844,2,1,0,1,0,0,2022-09-30,963,1,0
2.0,1.0,72.0,50.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Panongan,Tangerang,106.5271588,-6.2826406,2,1,0,1,0,0,2022-09-30,816,0,0
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Curug,Tangerang,106.5679352,-6.2652844,2,1,0,1,0,0,2022-09-30,897,0,1
2.0,1.0,72.0,50.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Cikupa,Tangerang,106.5203821,-6.2407879,2,1,0,1,0,0,2022-09-29,880,0,0
2.0,1.0,50.0,36.0,Rumah,SHM - Sertifikat Hak Milik,548.0,3.0,Cipondoh,Tangerang,106.68884283763305,-6.1835184000000005,4,0,1,1,1,0,2022-09-16,894,0,1
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Curug,Tangerang,106.5679352,-6.2652844,2,1,0,1,0,0,2022-09-28,899,0,1
2.0,2.0,72.0,40.0,Rumah,SHM - Sertifikat Hak Milik,630.0,4.0,Panongan,Tangerang,106.5271588,-6.2826406,2,1,0,1,0,0,2022-09-22,783,0,1
3.0,2.0,85.0,60.0,Rumah,SHM - Sertifikat Hak Milik,785.0,5.0,Rawa Kalong,Tangerang,0.0,0.0,14,1,1,1,1,1,2022-10-04,692,1,0
2.0,2.0,72.0,40.0,Rumah,SHM - Sertifikat Hak Milik,630.0,4.0,Cikupa,Tangerang,106.5203821,-6.2407879,2,1,0,1,0,0,2022-09-28,783,0,1
3.0,2.0,64.0,60.0,Rumah,SHM - Sertifikat Hak Milik,675.0,4.0,Cipondoh,Tangerang,106.68884283763305,-6.1835184000000005,30,1,1,1,1,1,2022-10-10,632,1,0
2.0,1.0,72.0,70.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,1,0,0,0,0,0,2022-10-10,180,0,1
2.0,1.0,77.0,36.0,Rumah,SHM - Sertifikat Hak Milik,690.0,4.0,Cisauk,Tangerang,106.6416465,-6.3244506,1,0,0,0,0,0,2022-10-10,451,0,1
4.0,2.0,96.0,120.0,Rumah,SHM - Sertifikat Hak Milik,760.0,5.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,1,0,0,0,0,0,2022-10-10,180,0,1
2.0,1.0,88.0,52.0,Rumah,SHM - Sertifikat Hak Milik,615.0,4.0,Pondok Cabe,Tangerang,106.76341868042863,-6.3364522,9,1,0,1,1,0,2022-10-09,729,0,0
4.0,2.0,72.0,100.0,Rumah,SHM - Sertifikat Hak Milik,450.0,3.0,Pasar Kemis,Tangerang,106.5344465,-6.1799666,1,0,0,0,1,0,2022-09-19,349,1,0
2.0,1.0,60.0,31.0,Rumah,SHM - Sertifikat Hak Milik,658.0,4.0,Pagedangan,Tangerang,106.6335536,-6.2979628,12,1,1,1,1,1,2022-09-19,410,1,1
2.0,1.0,50.0,36.0,Rumah,SHM - Sertifikat Hak Milik,550.0,3.0,Cipondoh,Tangerang,106.68884283763305,-6.1835184000000005,3,1,1,0,0,0,2022-08-15,698,1,1
3.0,1.0,429.0,120.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",600.0,4.0,Cisoka,Tangerang,106.4330026,-6.2697702,3,1,1,0,0,0,2022-07-31,241,0,0
3.0,2.0,70.0,72.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",797.0,5.0,Sindang Jaya,Tangerang,106.5034901,-6.1571012,2,1,0,1,0,0,2022-07-31,424,0,0
2.0,1.0,75.0,37.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",580.0,4.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,1,0,0,1,0,0,2022-07-31,349,0,0
2.0,1.0,77.0,60.0,Rumah,HGB - Hak Guna Bangunan,775.0,5.0,Poris,Tangerang,106.6886002,-6.1657845,1,0,0,1,0,0,2022-07-17,258,0,0
2.0,1.0,60.0,60.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Poris,Tangerang,106.6886002,-6.1657845,1,0,0,1,0,0,2022-07-17,257,0,0
2.0,1.0,77.0,36.0,Rumah,SHM - Sertifikat Hak Milik,690.0,4.0,Cisauk,Tangerang,106.6416465,-6.3244506,2,1,0,1,0,0,2022-06-05,57,0,0
2.0,2.0,30.0,50.0,Rumah,SHM - Sertifikat Hak Milik,475.0,3.0,BSD Anggrek Loka,Tangerang,106.6697391,-6.3022972,1,0,0,0,0,0,2022-06-05,860,0,1
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Karawaci,Tangerang,106.6178523683619,-6.1828538,3,0,0,1,0,0,2022-06-05,264,1,0
2.0,1.0,60.0,21.0,Rumah,SHM - Sertifikat Hak Milik,400.0,2.0,Legok,Tangerang,106.5911927,-6.282662,7,1,1,1,0,0,2022-06-05,563,1,1
2.0,2.0,32.0,40.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",700.0,5.0,Gading Serpong,Tangerang,106.62776678733717,-6.2533587,4,1,1,1,0,0,2022-06-05,185,0,0
1.0,1.0,72.0,72.0,Rumah,SHM - Sertifikat Hak Milik,550.0,3.0,Karawaci,Tangerang,106.6178523683619,-6.1828538,6,1,1,1,0,0,2022-06-05,137,0,0
2.0,1.0,72.0,32.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",325.0,2.0,Cisauk,Tangerang,106.6416465,-6.3244506,3,1,1,1,0,0,2022-06-05,54,0,0
2.0,1.0,70.0,90.0,Rumah,,750.0,5.0,Tangerang Kota,Tangerang,106.64108465161493,-6.1902326,1,0,0,0,0,0,2022-05-09,123,0,0
3.0,2.0,60.0,59.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,2,1,0,1,0,0,2022-05-09,1051,1,0
2.0,1.0,60.0,50.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Poris,Tangerang,106.6886002,-6.1657845,1,0,0,0,0,0,2022-05-09,262,0,0
5.0,2.0,90.0,160.0,Rumah,SHM - Sertifikat Hak Milik,740.0,5.0,Teluk Naga,Tangerang,106.6414051,-6.0929741,4,1,1,1,0,0,2022-05-08,69,0,1
2.0,1.0,60.0,50.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Poris,Tangerang,106.6886002,-6.1657845,1,0,0,0,0,0,2022-05-08,208,0,0
2.0,1.0,72.0,40.0,Rumah,SHM - Sertifikat Hak Milik,690.0,4.0,Cisauk,Tangerang,106.6416465,-6.3244506,1,0,0,0,0,0,2022-05-08,102,0,0
2.0,1.0,102.0,46.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Cikupa,Tangerang,106.5203821,-6.2407879,3,1,0,1,0,0,2022-05-08,512,1,1
2.0,1.0,72.0,36.0,Rumah,HGB - Hak Guna Bangunan,480.0,3.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,1,0,0,0,0,0,2022-05-08,582,1,1
2.0,1.0,77.0,36.0,Rumah,SHM - Sertifikat Hak Milik,690.0,4.0,Cisauk,Tangerang,106.6416465,-6.3244506,1,0,0,0,0,0,2022-05-08,301,0,1
2.0,1.0,119.0,68.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",750.0,5.0,Cikupa,Tangerang,106.5203821,-6.2407879,5,1,1,1,0,0,2022-05-01,120,0,0
2.0,2.0,30.0,50.0,Rumah,SHM - Sertifikat Hak Milik,475.0,3.0,BSD,Tangerang,106.6681494,-6.2820168,1,0,0,0,0,0,2022-04-25,693,0,1
3.0,2.0,67.0,50.0,Rumah,SHM - Sertifikat Hak Milik,780.0,5.0,Cipadu,Tangerang,106.7376966,-6.243227,2,0,0,1,0,0,2022-04-25,1018,0,1
2.0,1.0,72.0,40.0,Rumah,SHM - Sertifikat Hak Milik,550.0,3.0,Panongan,Tangerang,106.5271588,-6.2826406,8,1,1,1,0,0,2022-04-11,519,0,0
,,60.0,,Rumah,SHM - Sertifikat Hak Milik,345.0,2.0,Legok,Tangerang,106.5911927,-6.282662,1,0,0,0,0,0,2022-04-11,500,0,0
3.0,2.0,72.0,69.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Tangerang Kota,Tangerang,106.64108465161493,-6.1902326,8,1,1,1,0,0,2022-04-11,611,0,0
2.0,1.0,100.0,70.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",350.0,2.0,Cisauk,Tangerang,106.6416465,-6.3244506,1,0,0,0,0,0,2022-04-10,154,1,1
3.0,2.0,70.0,60.0,Rumah,SHM - Sertifikat Hak Milik,790.0,5.0,Pondok Cabe,Tangerang,106.76341868042863,-6.3364522,4,1,1,1,0,0,2022-04-10,422,0,0
2.0,1.0,69.0,45.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Tangerang Kota,Tangerang,106.64108465161493,-6.1902326,3,1,1,1,0,0,2022-04-10,942,0,1
2.0,1.0,66.0,45.0,Rumah,SHM - Sertifikat Hak Milik,670.0,4.0,Pondok Benda,Tangerang,106.7143301,-6.3453562,7,1,1,1,0,0,2022-04-10,358,0,0
3.0,2.0,61.0,61.0,Rumah,SHM - Sertifikat Hak Milik,520.0,3.0,Cipondoh,Tangerang,106.68884283763305,-6.1835184000000005,4,1,1,1,0,0,2022-01-17,34,0,0
3.0,2.0,72.0,114.0,Rumah,SHM - Sertifikat Hak Milik,590.0,4.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,1,0,0,0,0,0,2022-01-17,257,0,0
2.0,1.0,60.0,36.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Cisauk,Tangerang,106.6416465,-6.3244506,3,1,1,1,0,0,2022-01-17,242,0,1
