K. Tidur,K. Mandi,L. Tanah,L. Bangunan,Tipe Properti,Sertifikat,price_juta,installment_juta,kecamatan,provinsi,Longitude,Latitude,num_facilities,outdoor_facilities,ac,security,laundry,park,published_date,num_char_desc,no_banjir,transportation
3.0,2.0,72.0,60.0,Rumah,SHM - Sertifikat Hak Milik,525.0,3.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,3,1,0,1,0,0,2022-01-16,240,0,1
3.0,2.0,72.0,72.0,Rumah,SHM - Sertifikat Hak Milik,520.0,3.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,3,1,0,1,0,0,2022-01-16,205,1,1
2.0,1.0,72.0,50.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Gading Serpong,Tangerang,106.62776678733717,-6.2533587,1,0,0,0,0,0,2021-10-11,101,0,0
2.0,1.0,72.0,50.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",650.0,4.0,Gading Serpong,Tangerang,106.62776678733717,-6.2533587,1,0,0,0,0,0,2021-10-11,122,0,0
2.0,1.0,72.0,72.0,Rumah,SHM - Sertifikat Hak Milik,575.0,4.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,3,1,0,1,0,0,2021-10-11,86,0,0
2.0,1.0,72.0,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",625.0,4.0,Karawaci,Tangerang,106.6178523683619,-6.1828538,1,0,0,0,0,0,2021-01-18,699,0,0
2.0,1.0,72.0,29.0,Rumah,SHM - Sertifikat Hak Milik,625.0,4.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,6,1,1,1,0,0,2021-01-17,925,1,1
3.0,1.0,78.0,70.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Pinang,Tangerang,106.67191721577717,-6.212847399999999,1,0,0,0,0,0,2017-07-31,69,1,0
2.0,1.0,102.0,46.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Cikupa,Tangerang,106.5203821,-6.2407879,1,0,0,0,0,0,2017-05-22,213,0,0
2.0,2.0,108.0,90.0,Rumah,SHM - Sertifikat Hak Milik,599.0,4.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,3,0,0,1,0,0,2022-10-02,165,1,0
2.0,1.0,72.0,55.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Cisauk,Tangerang,106.6416465,-6.3244506,1,0,0,0,0,0,2022-09-04,165,0,1
3.0,2.0,60.0,80.0,Rumah,SHM - Sertifikat Hak Milik,765.0,5.0,BSD,Tangerang,106.6681494,-6.2820168,6,1,1,1,0,0,2022-09-04,972,0,1
2.0,1.0,84.0,42.0,Rumah,SHM - Sertifikat Hak Milik,639.0,4.0,Tangerang Kota,Tangerang,106.64108465161493,-6.1902326,7,1,1,1,0,0,2022-08-20,859,1,1
2.0,1.0,72.0,38.0,Rumah,SHM - Sertifikat Hak Milik,555.0,3.0,Tangerang Kota,Tangerang,106.64108465161493,-6.1902326,6,1,1,1,0,0,2022-08-20,858,1,1
3.0,2.0,72.0,55.0,Rumah,SHM - Sertifikat Hak Milik,725.0,5.0,Serua,Tangerang,106.71363222672986,-6.3143224,4,1,1,1,0,0,2022-08-14,407,0,0
3.0,1.0,198.0,52.0,Rumah,HGB - Hak Guna Bangunan,744.0,5.0,Jambe,Tangerang,106.4876887,-6.3096419,5,1,1,1,0,0,2022-08-14,918,0,1
2.0,1.0,50.0,36.0,Rumah,SHM - Sertifikat Hak Milik,550.0,3.0,Cipondoh,Tangerang,106.68884283763305,-6.1835184000000005,3,1,1,0,0,0,2022-08-14,698,1,1
4.0,2.0,72.0,69.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,BSD City,Tangerang,106.64397834988091,-6.30213665,8,1,1,1,0,0,2022-08-07,157,1,1
3.0,1.0,90.0,60.0,Rumah,SHM - Sertifikat Hak Milik,625.0,4.0,Lippo Karawaci,Tangerang,106.6068776,-6.2272919,6,1,1,1,0,0,2022-08-07,187,1,0
2.0,1.0,60.0,60.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Cipondoh,Tangerang,106.68884283763305,-6.1835184000000005,6,1,1,1,0,0,2022-08-07,255,0,0
3.0,1.0,72.0,140.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,8,1,1,1,0,0,2022-08-07,290,0,0
2.0,1.0,72.0,69.0,Rumah,SHM - Sertifikat Hak Milik,380.0,2.0,Pasar Kemis,Tangerang,106.5344465,-6.1799666,1,0,0,1,0,0,2022-08-07,16,0,0
2.0,1.0,82.0,60.0,Rumah,SHM - Sertifikat Hak Milik,400.0,2.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,1,0,0,0,0,0,2022-08-07,187,0,0
2.0,1.0,128.0,57.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,4,1,1,1,0,0,2022-08-07,1080,1,1
3.0,3.0,128.0,134.0,Rumah,HGB - Hak Guna Bangunan,800.0,5.0,Cikupa Citra Raya,Tangerang,106.5256223,-6.2055662,5,1,1,1,0,0,2022-08-07,1081,1,1
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,680.0,4.0,Ciledug,Tangerang,106.70421434030955,-6.24077655,1,0,0,0,0,0,2022-07-17,195,0,0
3.0,2.0,72.0,72.0,Rumah,SHM - Sertifikat Hak Milik,540.0,3.0,Cikupa,Tangerang,106.5203821,-6.2407879,3,1,0,1,0,0,2022-07-17,94,0,0
2.0,1.0,81.0,42.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Setu,Tangerang Selatan,106.66470020533322,-6.3419707,2,1,0,1,0,0,2022-09-26,965,0,1
2.0,1.0,90.0,36.0,Rumah,SHM - Sertifikat Hak Milik,599.0,4.0,Setu,Tangerang Selatan,106.66470020533322,-6.3419707,2,1,0,1,0,0,2022-09-26,975,1,1
3.0,2.0,60.0,60.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,7,1,1,1,0,0,2022-09-12,19,0,0
3.0,1.0,66.0,52.0,Rumah,SHM - Sertifikat Hak Milik,597.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,8,1,1,1,0,0,2022-09-12,403,0,0
2.0,1.0,70.0,45.0,Rumah,SHM - Sertifikat Hak Milik,595.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,13,1,1,1,1,0,2022-10-08,339,0,1
3.0,1.0,66.0,52.0,Rumah,SHM - Sertifikat Hak Milik,595.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,7,1,1,1,0,0,2022-09-10,183,1,0
2.0,1.0,81.0,42.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Setu,Tangerang Selatan,106.66470020533322,-6.3419707,4,1,0,1,1,0,2022-09-30,936,0,1
2.0,1.0,60.0,42.0,Rumah,SHM - Sertifikat Hak Milik,663.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,9,1,1,1,0,1,2022-09-29,646,0,0
2.0,1.0,75.0,50.0,Rumah,SHM - Sertifikat Hak Milik,550.0,3.0,Ciputat,Tangerang Selatan,106.71841089195783,-6.31107785,20,1,1,1,1,1,2022-10-06,973,1,0
2.0,1.0,70.0,45.0,Rumah,SHM - Sertifikat Hak Milik,620.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,16,1,1,1,1,0,2022-10-05,370,0,1
2.0,2.0,90.0,36.0,Rumah,SHM - Sertifikat Hak Milik,599.0,4.0,Setu,Tangerang Selatan,106.66470020533322,-6.3419707,2,1,0,1,0,0,2022-09-28,975,1,1
3.0,2.0,64.0,60.0,Rumah,SHM - Sertifikat Hak Milik,625.0,4.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,13,1,1,1,1,1,2022-10-04,972,1,1
3.0,2.0,78.0,60.0,Rumah,SHM - Sertifikat Hak Milik,635.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,12,1,1,1,1,1,2022-10-04,986,1,1
2.0,1.0,90.0,36.0,Rumah,SHM - Sertifikat Hak Milik,599.0,4.0,Setu,Tangerang Selatan,106.66470020533322,-6.3419707,2,1,0,1,0,0,2022-09-28,975,1,1
2.0,1.0,81.0,42.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Setu,Tangerang Selatan,106.66470020533322,-6.3419707,2,1,0,1,0,0,2022-09-28,965,0,1
2.0,1.0,72.0,42.0,Rumah,HGB - Hak Guna Bangunan,780.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,2,1,0,1,0,0,2022-09-20,949,0,0
3.0,2.0,62.0,60.0,Rumah,SHM - Sertifikat Hak Milik,793.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,2,1,0,1,0,0,2022-09-13,747,0,1
2.0,1.0,72.0,50.0,Rumah,SHM - Sertifikat Hak Milik,590.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,10,1,1,1,1,0,2022-10-03,795,1,1
3.0,1.0,66.0,52.0,Rumah,SHM - Sertifikat Hak Milik,770.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,20,1,1,1,1,1,2022-10-03,389,1,1
2.0,1.0,68.0,36.0,Rumah,,500.0,3.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,2,1,0,1,0,0,2022-09-19,958,1,1
3.0,2.0,60.0,48.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,2,1,0,0,0,0,2022-10-03,1061,0,1
3.0,2.0,60.0,48.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Bintaro,Tangerang Selatan,106.7476998,-6.2737145,2,1,0,0,0,0,2022-10-03,1061,0,1
2.0,1.0,72.0,40.0,Rumah,SHM - Sertifikat Hak Milik,484.0,3.0,Ciputat,Tangerang Selatan,106.71841089195783,-6.31107785,20,1,1,1,1,1,2022-10-03,707,0,1
,,33.0,66.0,Rumah,SHM - Sertifikat Hak Milik,550.0,3.0,Pondok Aren,Tangerang Selatan,106.7149851402292,-6.2665205,1,0,0,0,0,0,2022-10-03,356,0,1
2.0,1.0,66.0,52.0,Rumah,SHM - Sertifikat Hak Milik,770.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,9,1,1,1,0,0,2022-10-03,374,0,1
2.0,1.0,66.0,40.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Ciputat,Tangerang Selatan,106.71841089195783,-6.31107785,5,1,1,1,0,0,2022-09-04,866,0,1
2.0,1.0,72.0,45.0,Rumah,SHM - Sertifikat Hak Milik,450.0,3.0,Ciputat,Tangerang Selatan,106.71841089195783,-6.31107785,5,1,1,1,0,0,2022-09-04,842,1,1
3.0,2.0,60.0,50.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,5,1,1,1,0,0,2022-07-03,543,0,1
2.0,2.0,60.0,58.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,7,1,1,1,0,0,2022-04-24,1355,0,0
2.0,1.0,50.0,30.0,Rumah,SHM - Sertifikat Hak Milik,400.0,2.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,6,1,1,1,0,0,2022-04-24,555,1,1
3.0,2.0,61.0,60.0,Rumah,SHM - Sertifikat Hak Milik,599.0,4.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,2,1,1,0,0,0,2022-04-24,545,0,0
2.0,1.0,78.0,42.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,1,0,0,0,0,0,2021-12-19,255,0,0
3.0,2.0,62.0,60.0,Rumah,SHM - Sertifikat Hak Milik,793.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,2,1,0,1,0,0,2021-12-12,679,0,1
3.0,2.0,60.0,80.0,Rumah,SHM - Sertifikat Hak Milik,765.0,5.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,6,1,1,1,0,0,2022-09-04,972,0,1
3.0,2.0,62.0,60.0,Rumah,SHM - Sertifikat Hak Milik,793.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,4,1,0,1,0,0,2022-09-04,772,0,1
2.0,2.0,50.0,96.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",720.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,1,0,0,0,0,0,2022-09-04,790,0,1
3.0,2.0,72.0,78.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Sektor 9-Bintaro,Tangerang Selatan,106.7137514,-6.2807661,6,1,1,1,0,0,2022-09-04,248,0,1
3.0,1.0,66.0,52.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,8,1,1,1,0,0,2022-09-03,335,0,0
3.0,2.0,70.0,68.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,5,1,1,1,0,0,2022-09-03,768,0,1
3.0,1.0,96.0,50.0,Rumah,SHM - Sertifikat Hak Milik,720.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,3,1,1,1,0,0,2022-09-03,131,0,0
2.0,2.0,45.0,36.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Ciputat,Tangerang Selatan,106.71841089195783,-6.31107785,3,1,1,1,0,0,2022-08-20,234,0,0
3.0,2.0,72.0,55.0,Rumah,SHM - Sertifikat Hak Milik,725.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,3,1,1,1,0,0,2022-08-14,407,0,0
2.0,1.0,72.0,49.0,Rumah,SHM - Sertifikat Hak Milik,595.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,5,1,1,1,0,0,2022-08-14,783,0,1
3.0,2.0,72.0,55.0,Rumah,SHM - Sertifikat Hak Milik,725.0,5.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,3,1,1,1,0,0,2022-08-14,407,0,0
2.0,1.0,82.0,42.0,Rumah,SHM - Sertifikat Hak Milik,429.0,3.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,2,1,0,1,0,0,2022-08-14,397,0,1
2.0,1.0,70.0,45.0,Rumah,SHM - Sertifikat Hak Milik,570.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,4,1,1,1,0,0,2022-08-14,859,0,1
2.0,1.0,66.0,36.0,Rumah,SHM - Sertifikat Hak Milik,566.0,4.0,Pondok Aren,Tangerang Selatan,106.7149851402292,-6.2665205,5,1,1,1,0,0,2022-08-14,701,0,1
2.0,1.0,72.0,49.0,Rumah,SHM - Sertifikat Hak Milik,585.0,4.0,Bintaro,Tangerang Selatan,106.7476998,-6.2737145,5,1,1,1,0,0,2022-08-14,783,0,1
2.0,1.0,72.0,46.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,6,1,1,1,0,0,2022-08-14,1605,0,1
2.0,1.0,72.0,49.0,Rumah,SHM - Sertifikat Hak Milik,595.0,4.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,5,1,1,1,0,0,2022-08-14,783,0,1
2.0,1.0,72.0,49.0,Rumah,SHM - Sertifikat Hak Milik,585.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,5,1,1,1,0,0,2022-08-14,783,0,1
3.0,1.0,66.0,52.0,Rumah,SHM - Sertifikat Hak Milik,770.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,3,1,0,1,0,0,2022-08-14,578,0,0
3.0,1.0,60.0,60.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",360.0,2.0,Pondok Aren,Tangerang Selatan,106.7149851402292,-6.2665205,1,0,0,0,0,0,2022-07-16,44,0,0
2.0,1.0,78.0,78.0,Rumah,SHM - Sertifikat Hak Milik,595.0,4.0,Ciputat,Tangerang Selatan,106.71841089195783,-6.31107785,6,1,1,1,0,0,2022-07-16,223,0,0
3.0,2.0,78.0,78.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Ciputat,Tangerang Selatan,106.71841089195783,-6.31107785,6,1,1,1,0,0,2022-07-16,243,0,1
3.0,2.0,70.0,70.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,6,1,1,1,0,0,2022-07-16,348,0,0
3.0,2.0,70.0,70.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,5,1,1,1,0,0,2022-07-16,226,0,0
3.0,2.0,66.0,70.0,Rumah,SHM - Sertifikat Hak Milik,690.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,5,1,1,1,0,0,2022-07-16,1170,1,0
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,1,0,0,0,0,0,2022-07-10,114,0,0
3.0,2.0,48.0,60.0,Rumah,SHM - Sertifikat Hak Milik,630.0,4.0,Ciputat Timur,Tangerang Selatan,106.75758240268806,-6.2979529,3,1,1,1,0,0,2022-06-05,790,0,1
2.0,1.0,73.0,38.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,2,1,0,1,0,0,2022-06-05,598,1,1
2.0,1.0,60.0,40.0,Rumah,SHM - Sertifikat Hak Milik,450.0,3.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,3,1,1,1,0,0,2022-06-05,707,0,1
3.0,2.0,72.0,55.0,Rumah,SHM - Sertifikat Hak Milik,725.0,5.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,2,1,0,1,0,0,2022-06-05,1095,0,1
3.0,1.0,110.0,100.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,1,0,0,0,0,0,2022-06-05,136,0,0
2.0,1.0,80.0,45.0,Rumah,SHM - Sertifikat Hak Milik,390.0,2.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,8,1,1,1,0,0,2022-02-26,101,0,0
2.0,1.0,60.0,30.0,Rumah,SHM - Sertifikat Hak Milik,400.0,2.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,8,1,1,1,0,0,2022-02-19,776,0,1
2.0,1.0,90.0,100.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Pondok Aren,Tangerang Selatan,106.7149851402292,-6.2665205,1,0,0,0,0,0,2022-02-12,145,0,0
3.0,1.0,60.0,50.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,1,0,0,0,0,0,2019-08-31,571,0,1
2.0,1.0,66.0,50.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Pondok Aren,Tangerang Selatan,106.7149851402292,-6.2665205,1,0,0,0,0,1,2019-08-10,189,0,1
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,495.0,3.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,3,0,1,1,0,0,2022-10-07,396,1,1
3.0,2.0,60.0,48.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Pondok Aren,Tangerang Selatan,106.7149851402292,-6.2665205,2,1,0,0,0,0,2022-10-07,1061,0,1
3.0,2.0,110.0,100.0,Rumah,SHM - Sertifikat Hak Milik,735.0,5.0,Ciputat,Tangerang Selatan,106.71841089195783,-6.31107785,1,0,0,0,0,0,2022-09-10,138,0,0
2.0,2.0,214.0,63.0,Rumah,SHM - Sertifikat Hak Milik,500.0,3.0,Setu,Tangerang Selatan,106.66470020533322,-6.3419707,1,0,0,0,0,0,2022-08-19,105,0,0
3.0,2.0,64.0,60.0,Rumah,SHM - Sertifikat Hak Milik,655.0,4.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,4,1,1,0,0,0,2022-08-13,1207,1,1
2.0,1.0,72.0,44.0,Rumah,SHM - Sertifikat Hak Milik,725.0,5.0,Jelupang,Tangerang Selatan,106.6679955,-6.2659239,1,0,0,0,0,0,2022-07-15,335,0,0
3.0,2.0,60.0,50.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,5,1,1,1,0,0,2022-07-15,832,0,1
2.0,1.0,70.0,45.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,4,1,1,1,0,0,2022-07-15,336,0,0
3.0,2.0,60.0,63.0,Rumah,SHM - Sertifikat Hak Milik,628.0,4.0,Ciputat Timur,Tangerang Selatan,106.75758240268806,-6.2979529,7,1,1,1,0,0,2022-07-15,728,0,1
3.0,2.0,60.0,50.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Serpong,Tangerang Selatan,106.68073925095902,-6.3131287,5,1,1,1,0,0,2022-07-15,610,1,1
3.0,2.0,67.0,50.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Pondok Aren,Tangerang Selatan,106.7149851402292,-6.2665205,4,1,1,1,0,0,2022-06-24,598,0,1
3.0,2.0,70.0,70.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,3,1,0,1,0,0,2022-06-18,958,0,1
3.0,2.0,60.0,50.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Bintaro,Tangerang Selatan,106.7476998,-6.2737145,4,1,1,1,0,0,2022-06-18,618,0,0
3.0,2.0,60.0,65.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Ciputat,Tangerang Selatan,106.71841089195783,-6.31107785,2,1,0,1,0,0,2022-06-18,982,0,1
3.0,2.0,60.0,50.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Pondok Aren,Tangerang Selatan,106.7149851402292,-6.2665205,6,1,1,1,0,0,2022-06-18,618,0,0
4.0,2.0,72.0,69.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Pamulang,Tangerang Selatan,106.7226635889224,-6.33321675,7,1,1,1,0,0,2022-06-18,163,0,0
3.0,2.0,60.0,50.0,Rumah,SHM - Sertifikat Hak Milik,769.0,5.0,Bintaro,Tangerang Selatan,106.7476998,-6.2737145,4,1,0,1,0,0,2022-06-17,803,0,0
4.0,2.0,72.0,69.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Ciputat Timur,Tangerang Selatan,106.75758240268806,-6.2979529,7,1,1,1,0,0,2022-06-17,95,0,0
3.0,2.0,64.0,48.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Bintaro,Tangerang Selatan,106.7476998,-6.2737145,1,0,1,0,0,0,2022-04-22,853,1,1
3.0,2.0,64.0,48.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Bintaro,Tangerang Selatan,106.7476998,-6.2737145,1,0,1,0,0,0,2022-04-22,853,1,1
2.0,1.0,82.0,50.0,Rumah,HGB - Hak Guna Bangunan,660.0,4.0,Sawangan,Depok,106.7828312,-6.3887831,2,1,0,1,0,0,2022-10-10,800,1,1
1.0,1.0,72.0,43.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Sawangan,Depok,106.7828312,-6.3887831,2,1,0,1,0,0,2022-09-26,980,1,0
,,,,Rumah,,750.0,5.0,Sawangan,Depok,106.7828312,-6.3887831,2,1,0,1,0,0,2022-09-26,939,0,0
2.0,1.0,82.0,50.0,Rumah,HGB - Hak Guna Bangunan,660.0,4.0,Sawangan,Depok,106.7828312,-6.3887831,2,1,0,1,0,0,2022-09-26,720,1,1
2.0,1.0,72.0,72.0,Rumah,HGB - Hak Guna Bangunan,660.0,4.0,Cilodong,Depok,106.843683,-6.4249935,2,1,0,1,0,0,2022-09-26,879,0,1
3.0,1.0,98.0,68.0,Rumah,HGB - Hak Guna Bangunan,780.0,5.0,Cilodong,Depok,106.843683,-6.4249935,2,1,0,1,0,0,2022-09-12,930,0,1
2.0,1.0,96.0,71.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Cilodong,Depok,106.843683,-6.4249935,2,1,0,1,0,0,2022-09-12,837,0,1
,,,,Rumah,,660.0,4.0,Citayam,Depok,106.8023351,-6.4489809,2,1,0,1,0,0,2022-09-12,785,1,1
3.0,2.0,74.0,70.0,Rumah,SHM - Sertifikat Hak Milik,799.0,5.0,Pancoran Mas,Depok,106.813217,-6.4128065,1,1,0,0,0,0,2022-10-08,554,0,1
2.0,1.0,72.0,42.0,Rumah,,780.0,5.0,Bojong Sari,Depok,106.7455636,-6.3997414,2,1,0,1,0,0,2022-09-30,945,0,0
2.0,1.0,63.0,37.0,Rumah,SHM - Sertifikat Hak Milik,550.0,3.0,Cimanggis,Depok,106.8663438,-6.373094,8,1,1,1,1,0,2022-09-23,659,0,1
2.0,1.0,68.0,40.0,Rumah,SHM - Sertifikat Hak Milik,400.0,2.0,Sawangan,Depok,106.7828312,-6.3887831,13,1,1,1,0,0,2022-09-23,912,0,1
3.0,1.0,98.0,68.0,Rumah,HGB - Hak Guna Bangunan,780.0,5.0,Cilodong,Depok,106.843683,-6.4249935,2,1,0,1,0,0,2022-09-23,961,0,1
1.0,1.0,72.0,43.0,Rumah,SHM - Sertifikat Hak Milik,750.0,5.0,Sawangan,Depok,106.7828312,-6.3887831,2,1,0,1,0,0,2022-09-16,941,0,0
2.0,1.0,82.0,50.0,Rumah,HGB - Hak Guna Bangunan,660.0,4.0,Sawangan,Depok,106.7828312,-6.3887831,2,1,0,1,0,0,2022-09-16,731,1,1
2.0,1.0,72.0,72.0,Rumah,HGB - Hak Guna Bangunan,660.0,4.0,Cilodong,Depok,106.843683,-6.4249935,2,1,0,1,0,0,2022-09-16,926,1,1
2.0,1.0,62.0,36.0,Rumah,SHM - Sertifikat Hak Milik,365.0,2.0,Citayam,Depok,106.8023351,-6.4489809,6,1,0,1,1,0,2022-10-06,789,0,1
2.0,1.0,80.0,45.0,Rumah,SHM - Sertifikat Hak Milik,660.0,4.0,Pancoran Mas,Depok,106.813217,-6.4128065,2,1,0,1,0,0,2022-09-23,649,1,1
3.0,2.0,72.0,90.0,Rumah,SHM - Sertifikat Hak Milik,793.0,5.0,Sawangan,Depok,106.7828312,-6.3887831,22,1,1,1,1,1,2022-09-22,1110,1,1
2.0,1.0,60.0,40.0,Rumah,SHM - Sertifikat Hak Milik,330.0,2.0,Pancoran Mas,Depok,106.813217,-6.4128065,18,1,1,1,1,1,2022-10-05,970,1,1
2.0,2.0,60.0,51.0,Rumah,SHM - Sertifikat Hak Milik,756.0,5.0,Beji,Depok,106.8126377,-6.3823199,15,1,1,1,1,1,2022-10-07,989,0,1
3.0,1.0,72.0,52.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Sawangan,Depok,106.7828312,-6.3887831,19,1,1,1,1,1,2022-10-07,967,0,1
3.0,1.0,72.0,52.0,Rumah,SHM - Sertifikat Hak Milik,630.0,4.0,Bojong Sari,Depok,106.7455636,-6.3997414,12,1,1,1,1,0,2022-10-07,944,0,1
